account_id,plan,mrr,payment_method,churned
9953-ZMKSM,Two year,25.25,Mailed check,No
0907-HQNTS,Two year,113.0,Credit card (automatic),No
7665-NKLAV,Two year,40.65,Credit card (automatic),No
4391-LNRXK,Month-to-month,94.95,Bank transfer (automatic),No
8250-ZNGGW,Month-to-month,59.9,Credit card (automatic),No
8562-GHPPI,Month-to-month,19.8,Credit card (automatic),No
5893-PYOLZ,Two year,81.8,Credit card (automatic),No
4986-MXSFP,Month-to-month,20.0,Mailed check,No
6131-FOYAS,Month-to-month,59.6,Electronic check,No
3027-YNWZU,Two year,25.0,Credit card (automatic),No
5609-IMCGG,Month-to-month,84.35,Credit card (automatic),No
4727-MCYZG,Month-to-month,55.55,Mailed check,No
9481-WHGWY,Two year,75.35,Credit card (automatic),No
4328-VUFWD,One year,59.3,Electronic check,No
3301-LSLWQ,Month-to-month,66.1,Electronic check,No
7473-ZBDSN,Two year,18.8,Mailed check,No
3166-PNEOF,Two year,86.45,Credit card (automatic),No
5639-NTUPK,Month-to-month,52.1,Credit card (automatic),No
8780-YRMTT,Two year,47.4,Mailed check,No
5140-FOMCQ,One year,109.15,Credit card (automatic),No
6242-SGYTS,One year,94.95,Credit card (automatic),No
8166-ORCHU,One year,93.55,Electronic check,No
8414-OOEEL,Two year,79.5,Credit card (automatic),No
8454-AATJP,Two year,115.05,Credit card (automatic),No
4531-AUZNK,One year,95.15,Mailed check,No
4191-XOVOM,Month-to-month,105.4,Electronic check,No
2150-OEGBV,One year,20.1,Bank transfer (automatic),No
1855-CFULU,Month-to-month,20.05,Mailed check,No
4878-BUNFV,Two year,20.7,Mailed check,No
1872-EBWSC,One year,20.35,Mailed check,No
7026-YMSBE,One year,19.7,Mailed check,No
6997-UVGOX,Two year,85.45,Bank transfer (automatic),No
9674-EHPPG,Two year,40.4,Credit card (automatic),No
5440-VHLUL,One year,105.2,Bank transfer (automatic),No
5781-BKHOP,Two year,100.65,Bank transfer (automatic),No
5213-TWWJU,Month-to-month,91.0,Electronic check,No
8628-MFKAX,Two year,116.75,Credit card (automatic),No
7629-WIXZF,One year,59.1,Electronic check,No
5445-GLVOT,Month-to-month,49.8,Electronic check,No
3976-HXHCE,Two year,19.3,Bank transfer (automatic),No
2466-NEJOJ,Month-to-month,19.65,Credit card (automatic),No
0254-KCJGT,One year,81.4,Credit card (automatic),No
5472-CVMDX,Two year,38.9,Mailed check,No
6461-SZMCV,Two year,87.95,Bank transfer (automatic),No
8150-QUDFX,Month-to-month,19.85,Mailed check,No
9508-ILZDG,Month-to-month,96.35,Electronic check,No
2346-DJQTB,Month-to-month,24.15,Electronic check,No
1697-LYYYX,One year,19.1,Credit card (automatic),No
1942-OQFRW,Month-to-month,44.0,Electronic check,No
9640-ZSLDC,One year,60.6,Credit card (automatic),No
4231-LZUYM,Two year,25.65,Bank transfer (automatic),No
6128-AQBMT,Month-to-month,53.95,Electronic check,No
3594-BDSOA,One year,20.4,Credit card (automatic),No
5133-VRSAB,Month-to-month,29.35,Mailed check,No
5996-DAOQL,Month-to-month,20.45,Mailed check,No
6838-YAUVY,Two year,95.1,Bank transfer (automatic),No
0484-JPBRU,Month-to-month,25.25,Bank transfer (automatic),No
7883-ROJOC,Month-to-month,44.9,Mailed check,No
0244-LGNFY,Two year,92.65,Bank transfer (automatic),No
7274-CGTOD,Two year,43.7,Bank transfer (automatic),No
4295-YURET,Two year,72.6,Credit card (automatic),No
4635-EJYPD,Two year,18.95,Mailed check,No
1866-ZSLJM,Month-to-month,20.5,Credit card (automatic),No
4636-TVXVG,One year,19.95,Bank transfer (automatic),No
4236-UJPWO,Month-to-month,24.5,Electronic check,No
9392-XBGTD,Two year,20.6,Mailed check,No
6402-SSEJG,One year,61.05,Electronic check,No
1169-SAOCL,One year,106.65,Bank transfer (automatic),No
1110-KYLGQ,Month-to-month,108.25,Credit card (automatic),No
9929-PLVPA,Month-to-month,20.4,Credit card (automatic),No
3518-PZXZQ,Month-to-month,55.3,Mailed check,No
2371-JUNGC,Month-to-month,20.25,Mailed check,No
7693-QPEFS,Month-to-month,72.95,Bank transfer (automatic),No
0924-BJCRC,Month-to-month,89.45,Electronic check,No
5074-FBGHB,One year,104.65,Credit card (automatic),No
2351-BKRZW,Two year,75.2,Bank transfer (automatic),No
4455-BFSPD,One year,101.15,Bank transfer (automatic),No
3948-KXDUF,Two year,68.75,Bank transfer (automatic),No
2323-ARSVR,Two year,111.05,Electronic check,No
0815-MFZGM,Two year,99.0,Credit card (automatic),No
5480-XTFFL,Two year,21.0,Mailed check,No
8295-FHIVV,Month-to-month,19.4,Mailed check,No
9086-YJYXS,One year,77.2,Bank transfer (automatic),No
1179-INLAT,One year,19.45,Mailed check,No
7909-FIOIY,Month-to-month,24.85,Mailed check,No
6351-SCJKT,Month-to-month,41.35,Mailed check,No
5468-BPMMO,Month-to-month,19.6,Electronic check,No
0197-PNKNK,One year,84.45,Bank transfer (automatic),No
2439-QKJUL,Month-to-month,20.25,Mailed check,No
1194-SPVSP,Month-to-month,19.65,Bank transfer (automatic),No
9534-NSXEM,One year,20.65,Credit card (automatic),No
8929-KSWIH,Two year,99.3,Bank transfer (automatic),No
2250-IVBWA,Month-to-month,81.05,Electronic check,No
1810-MVMAI,Month-to-month,67.6,Electronic check,No
9506-UXUSK,Month-to-month,70.15,Electronic check,No
1229-RCALF,One year,115.0,Electronic check,No
3572-UOLYZ,Month-to-month,84.8,Bank transfer (automatic),No
1429-UYJSV,One year,19.7,Mailed check,No
6366-XIVKZ,Month-to-month,63.15,Mailed check,No
3470-OBUET,Two year,74.0,Credit card (automatic),No
2770-NSVDG,Month-to-month,29.1,Electronic check,No
9375-MHRRS,Month-to-month,50.05,Mailed check,No
4860-YZGZM,Month-to-month,20.0,Electronic check,No
6599-GZWCM,One year,74.65,Mailed check,No
5533-NHFRF,Month-to-month,44.4,Electronic check,No
7037-MTYVW,Two year,85.4,Bank transfer (automatic),No
4760-THGOT,Month-to-month,94.1,Electronic check,No
4016-BJKTZ,Two year,108.9,Electronic check,No
6584-VQMYT,One year,56.2,Mailed check,No
9838-BFCQT,Two year,26.1,Mailed check,No
2790-XUYMV,One year,85.45,Credit card (automatic),No
0581-MDMPW,Month-to-month,88.95,Credit card (automatic),No
1023-BQXZE,Two year,74.35,Bank transfer (automatic),No
9163-GHAYE,Month-to-month,48.85,Electronic check,No
3904-UKFRE,Month-to-month,80.1,Electronic check,No
5353-WILCI,Month-to-month,56.05,Electronic check,No
0058-EVZWM,Month-to-month,89.8,Bank transfer (automatic),No
7009-PCARS,One year,19.1,Bank transfer (automatic),No
0519-DRGTI,Month-to-month,20.35,Mailed check,No
1017-FBQMM,One year,106.05,Credit card (automatic),No
1985-MBRYP,Two year,19.65,Bank transfer (automatic),No
9372-TXXPS,Two year,59.85,Bank transfer (automatic),No
3259-QMXUN,Two year,86.1,Electronic check,No
1015-JPFYW,One year,19.45,Mailed check,No
6645-MXQJT,Month-to-month,97.1,Electronic check,No
4360-QRAVE,Month-to-month,36.65,Electronic check,No
8433-WPJTV,One year,103.9,Bank transfer (automatic),No
5804-JMYIO,Two year,19.75,Mailed check,No
6484-LATFU,Two year,24.55,Mailed check,No
7599-NTMDP,Two year,48.7,Bank transfer (automatic),No
0536-ACXIP,Two year,109.55,Electronic check,No
0936-NQLJU,Two year,20.65,Credit card (automatic),No
1575-KRZZE,Month-to-month,55.2,Electronic check,No
3251-YMVWZ,One year,24.05,Bank transfer (automatic),No
4884-LEVMQ,Two year,20.45,Bank transfer (automatic),No
8857-CUPFQ,Two year,19.25,Mailed check,No
7610-TVOPG,Month-to-month,26.35,Electronic check,No
3638-DIMPH,One year,43.8,Electronic check,No
1845-ZLLIG,Month-to-month,50.15,Mailed check,No
8559-WNQZS,Two year,20.45,Mailed check,No
1699-UOTXU,Two year,61.4,Electronic check,No
0635-WKOLD,One year,70.75,Credit card (automatic),No
5993-JSUWV,Two year,61.15,Bank transfer (automatic),No
4518-FZBSX,One year,20.25,Mailed check,No
5387-ASZNZ,One year,63.85,Credit card (automatic),No
6988-CJEYV,Month-to-month,98.7,Electronic check,No
3097-FQTVJ,Two year,20.0,Mailed check,No
5465-BUBFA,Two year,19.3,Bank transfer (automatic),No
7299-GNVPL,Month-to-month,84.4,Mailed check,No
9743-DQKQW,Month-to-month,25.1,Electronic check,No
1215-VFYVK,Month-to-month,48.25,Mailed check,No
9371-BITHB,Two year,19.85,Mailed check,No
9093-FPDLG,Month-to-month,94.2,Electronic check,No
0541-FITGH,Month-to-month,62.15,Mailed check,No
6985-HAYWX,Month-to-month,79.3,Bank transfer (automatic),No
7508-KBIMB,One year,56.25,Credit card (automatic),No
6838-HVLXG,Month-to-month,20.3,Mailed check,No
2277-DJJDL,Month-to-month,99.0,Electronic check,No
1897-OKVMW,Two year,90.6,Mailed check,No
5485-ITNPC,Two year,85.9,Bank transfer (automatic),No
0233-FTHAV,One year,79.2,Bank transfer (automatic),No
4644-PIZRT,One year,70.35,Bank transfer (automatic),No
8922-NPKBJ,Two year,19.35,Mailed check,No
2740-TVLFN,Month-to-month,50.15,Electronic check,No
7771-CFQRQ,Two year,63.8,Bank transfer (automatic),No
9512-PHSMG,Month-to-month,20.55,Mailed check,No
6963-EZQEE,Two year,88.55,Credit card (automatic),No
2452-KDRRH,Month-to-month,101.4,Credit card (automatic),No
4146-SVFUD,Month-to-month,44.6,Mailed check,No
1564-HJUVY,Month-to-month,63.75,Bank transfer (automatic),No
3617-XLSGQ,Two year,109.25,Bank transfer (automatic),No
7517-LDMPS,Month-to-month,84.6,Electronic check,No
7244-KXYZN,One year,20.45,Credit card (automatic),No
5226-NOZFC,Month-to-month,85.75,Electronic check,No
1400-WIVLL,Two year,107.95,Electronic check,No
8148-NLEGT,Two year,22.95,Electronic check,No
8347-GDTMP,Two year,19.45,Credit card (automatic),No
6746-WAUWT,One year,19.7,Credit card (automatic),No
0428-IKYCP,Month-to-month,87.0,Bank transfer (automatic),No
2187-PKZAY,Month-to-month,79.95,Bank transfer (automatic),No
4003-OCTMP,One year,64.0,Electronic check,No
6652-YFFJO,Month-to-month,64.9,Electronic check,No
7225-IILWY,Two year,25.75,Mailed check,No
5248-RPYWW,Two year,90.15,Bank transfer (automatic),No
7923-IYJWY,Two year,116.1,Credit card (automatic),No
3170-GWYKC,Month-to-month,104.95,Bank transfer (automatic),No
9830-ECLEN,One year,50.0,Mailed check,No
2668-TZSPS,Month-to-month,20.45,Mailed check,No
7446-SFAOA,One year,19.85,Bank transfer (automatic),No
9522-ZSINC,One year,19.95,Electronic check,No
8234-GSZYK,Two year,26.45,Bank transfer (automatic),No
6505-OZNPG,Two year,63.4,Mailed check,No
6164-HAQTX,Two year,53.95,Bank transfer (automatic),No
7765-LWVVH,Two year,95.1,Electronic check,No
1658-TJVOA,Month-to-month,74.1,Electronic check,No
0953-LGOVU,Month-to-month,35.5,Mailed check,No
4692-NNQRU,One year,79.2,Electronic check,No
7742-MYPGI,Month-to-month,48.8,Mailed check,No
9619-GSATL,One year,55.45,Electronic check,No
5622-UEJFI,Two year,25.4,Credit card (automatic),No
0674-DGMAQ,Month-to-month,93.5,Electronic check,No
6203-HBZPA,Two year,63.9,Credit card (automatic),No
0484-FFVBJ,One year,64.85,Bank transfer (automatic),No
0301-FIDRB,Two year,63.8,Bank transfer (automatic),No
4139-JPIAM,Month-to-month,44.45,Credit card (automatic),No
2181-TIDSV,Two year,19.95,Bank transfer (automatic),No
2761-XECQW,Month-to-month,43.35,Mailed check,No
1936-CZAKF,Two year,49.65,Credit card (automatic),No
9453-PATOS,Two year,85.1,Mailed check,No
4402-FTBXC,Month-to-month,89.8,Mailed check,No
2931-XIQBR,One year,103.05,Mailed check,No
0106-UGRDO,Two year,116.0,Electronic check,No
5542-TBBWB,Month-to-month,69.9,Electronic check,No
1930-QPBVZ,Two year,95.1,Bank transfer (automatic),No
2606-PKWJB,One year,40.25,Mailed check,No
5322-ZSMZY,Two year,25.75,Mailed check,No
8059-UDZFY,Month-to-month,105.35,Bank transfer (automatic),No
7740-BTPUX,Two year,113.6,Electronic check,No
5220-AGAAX,Two year,24.0,Bank transfer (automatic),No
0208-BPQEJ,Month-to-month,19.4,Bank transfer (automatic),No
9435-JMLSX,Two year,86.1,Bank transfer (automatic),No
3352-ALMCK,Month-to-month,102.65,Mailed check,No
5312-IRCFR,One year,92.85,Electronic check,No
5294-IMHHT,One year,97.75,Bank transfer (automatic),No
6176-YJWAS,Two year,97.95,Credit card (automatic),No
5310-NOOVA,Two year,19.95,Electronic check,No
4526-EXKKN,Two year,24.6,Mailed check,No
5311-IHLEI,Month-to-month,50.95,Bank transfer (automatic),No
3987-KQDDU,Month-to-month,75.6,Electronic check,No
3404-JNXAX,Month-to-month,80.75,Electronic check,No
5131-PONJI,Month-to-month,90.4,Credit card (automatic),No
3489-VSFRD,One year,60.25,Credit card (automatic),No
3345-JHUEO,Month-to-month,20.2,Electronic check,No
5815-HGGHV,One year,64.15,Mailed check,No
5260-UMPWX,Month-to-month,20.25,Credit card (automatic),No
5649-RXQTV,Month-to-month,99.0,Electronic check,No
2674-MIAHT,Month-to-month,80.3,Mailed check,No
2576-HXMPA,Month-to-month,19.55,Credit card (automatic),No
7587-AOVVU,Month-to-month,100.75,Electronic check,No
6898-MDLZW,Month-to-month,53.75,Mailed check,No
4707-YNOQA,One year,25.6,Credit card (automatic),No
9357-UJRUN,One year,58.35,Electronic check,No
8648-PFRMP,Month-to-month,46.35,Electronic check,No
7663-CUXZB,Two year,113.75,Electronic check,No
0258-NOKBL,Month-to-month,90.4,Electronic check,No
1163-VIPRI,Two year,109.3,Electronic check,No
9348-ROUAI,Two year,90.3,Credit card (automatic),No
9443-JUBUO,Two year,65.25,Credit card (automatic),No
3043-TYBNO,Month-to-month,60.65,Mailed check,No
4830-FAXFM,Month-to-month,24.1,Credit card (automatic),No
5906-BFOZT,Month-to-month,19.5,Mailed check,No
2960-NKRSO,Month-to-month,85.95,Electronic check,No
8996-ZROXE,One year,53.5,Electronic check,No
5598-IKHQQ,Two year,25.45,Credit card (automatic),No
0397-ZXWQF,Two year,20.5,Bank transfer (automatic),No
5266-PFRQK,One year,20.85,Credit card (automatic),No
4674-HGNUA,Two year,89.9,Credit card (automatic),No
6765-MBQNU,One year,26.0,Mailed check,No
9786-IJYDL,Two year,113.2,Mailed check,No
1303-SRDOK,Two year,69.05,Credit card (automatic),No
3769-MHZNV,Two year,20.1,Mailed check,No
6295-OSINB,Two year,109.65,Electronic check,No
3308-MHOOC,Month-to-month,19.2,Mailed check,No
2207-QPJED,Month-to-month,90.0,Electronic check,No
4177-JPDFU,Month-to-month,34.0,Mailed check,No
2239-CFOUJ,One year,20.4,Mailed check,No
8046-DNVTL,Two year,38.6,Credit card (automatic),No
2209-XADXF,Month-to-month,25.25,Bank transfer (automatic),No
6620-JDYNW,Month-to-month,60.6,Mailed check,No
4770-UEZOX,Month-to-month,74.75,Electronic check,No
1038-RQOST,Month-to-month,20.6,Mailed check,No
4568-TTZRT,Month-to-month,20.4,Mailed check,No
9513-DXHDA,One year,81.7,Electronic check,No
0516-QREYC,Month-to-month,20.3,Mailed check,No
8084-OIVBS,One year,20.0,Mailed check,No
8896-BQTTI,Month-to-month,25.0,Mailed check,No
3865-QBWSJ,Month-to-month,80.45,Mailed check,No
3352-RICWQ,Two year,19.75,Mailed check,No
2160-GPFXD,Two year,65.65,Credit card (automatic),No
2065-MMKGR,One year,71.0,Credit card (automatic),No
5857-TYBCJ,Month-to-month,89.2,Electronic check,No
1498-NHTLT,Two year,86.75,Electronic check,No
1402-PTHGN,One year,61.5,Mailed check,No
4176-RELJR,Two year,25.1,Credit card (automatic),No
5199-FPUSP,One year,34.05,Credit card (automatic),No
6377-KSLXC,Month-to-month,19.95,Mailed check,No
1796-JANOW,Month-to-month,19.95,Mailed check,No
0238-WHBIQ,Two year,89.7,Credit card (automatic),No
8735-NBLWT,Month-to-month,20.4,Mailed check,No
6651-RLGGM,Two year,26.3,Mailed check,No
1614-JBEBI,Month-to-month,20.7,Mailed check,No
5696-EXCYS,Two year,19.45,Credit card (automatic),No
5795-KTGUD,Two year,110.8,Bank transfer (automatic),No
7924-GJZFI,Month-to-month,69.3,Electronic check,No
4702-HDRKD,One year,49.35,Bank transfer (automatic),No
8512-WIWYV,One year,20.35,Credit card (automatic),No
5897-ZYEKH,One year,105.6,Electronic check,No
5456-ITGIC,Two year,64.45,Credit card (automatic),No
1406-PUQVY,Month-to-month,49.9,Electronic check,No
9114-AAFQH,One year,65.65,Electronic check,No
8715-KKTFG,One year,103.3,Bank transfer (automatic),No
1728-BQDMA,Month-to-month,44.45,Electronic check,No
5117-ZSMHQ,Two year,89.9,Bank transfer (automatic),No
5151-HQRDG,Month-to-month,55.05,Mailed check,No
0960-HUWBM,Two year,104.1,Bank transfer (automatic),No
6465-GSRCL,One year,106.6,Bank transfer (automatic),No
0263-FJTQO,Two year,70.5,Credit card (automatic),No
7319-ZNRTR,One year,19.6,Electronic check,No
7503-EPSZW,Two year,24.05,Mailed check,No
7089-XXAYG,One year,38.1,Credit card (automatic),No
8070-AAWZP,Month-to-month,34.25,Mailed check,No
1666-JXLKU,Month-to-month,100.05,Electronic check,No
7855-DIWPO,Month-to-month,68.65,Electronic check,No
5133-POWUA,Month-to-month,45.8,Mailed check,No
5652-MSDEY,Month-to-month,75.75,Mailed check,No
1810-BOHSY,One year,96.4,Credit card (automatic),No
1784-BXEFA,Month-to-month,20.55,Mailed check,No
7351-MHQVU,Month-to-month,50.95,Credit card (automatic),No
9224-VTYID,Two year,90.5,Mailed check,No
9500-IWPXQ,One year,79.4,Electronic check,No
5762-TJXGK,Two year,58.75,Bank transfer (automatic),No
4504-YOULA,Month-to-month,59.45,Credit card (automatic),No
5569-IDSEY,One year,105.7,Bank transfer (automatic),No
7284-ZZLOH,Two year,53.3,Credit card (automatic),No
1777-JYQPJ,Month-to-month,24.3,Mailed check,No
3401-URHDA,One year,59.9,Credit card (automatic),No
1599-EAHXY,One year,23.95,Credit card (automatic),No
8631-XVRZL,One year,20.15,Mailed check,No
3853-LYGAM,Month-to-month,95.65,Bank transfer (automatic),No
5751-USDBL,Two year,81.0,Mailed check,No
5680-LQOGP,Two year,82.45,Credit card (automatic),No
8189-DUKMV,One year,20.5,Bank transfer (automatic),No
9931-DCEZH,One year,54.4,Credit card (automatic),No
1898-JSNDC,One year,58.6,Credit card (automatic),No
0315-LVCRK,Month-to-month,84.8,Electronic check,No
3911-RSNHI,Two year,61.4,Credit card (automatic),No
2410-CIYFZ,Month-to-month,20.4,Mailed check,No
5505-OVWQW,One year,20.15,Mailed check,No
7271-AJDTL,Month-to-month,94.45,Credit card (automatic),No
1867-TJHTS,Month-to-month,79.8,Bank transfer (automatic),No
6860-YRJZP,Month-to-month,74.05,Electronic check,No
4429-WYGFR,Month-to-month,49.15,Bank transfer (automatic),No
2817-LVCPP,Two year,19.4,Credit card (automatic),No
5038-ETMLM,Two year,113.65,Bank transfer (automatic),No
5056-FIMPT,One year,106.0,Credit card (automatic),No
4521-WFJAI,Two year,25.95,Bank transfer (automatic),No
6569-KTMDU,Month-to-month,19.1,Mailed check,No
8809-XKHMD,Two year,100.55,Bank transfer (automatic),No
0396-YCHWO,Month-to-month,95.4,Electronic check,No
0867-LDTTC,Month-to-month,75.15,Bank transfer (automatic),No
9391-DXGGG,One year,89.15,Credit card (automatic),No
9844-FELAJ,One year,107.9,Electronic check,No
2122-SZZZD,One year,19.5,Credit card (automatic),No
3148-AOIQT,Two year,24.95,Credit card (automatic),No
8395-ETZKQ,One year,19.5,Bank transfer (automatic),No
6692-YQHXC,Month-to-month,69.95,Credit card (automatic),No
3889-VWBID,Two year,82.85,Bank transfer (automatic),No
5222-JCXZT,Month-to-month,19.0,Mailed check,No
9754-CLVZW,Month-to-month,38.85,Credit card (automatic),No
2739-CCZMB,Month-to-month,20.35,Credit card (automatic),No
7080-TNUWP,One year,95.0,Bank transfer (automatic),No
0496-AHOOK,One year,74.4,Bank transfer (automatic),No
8336-TAVKX,Two year,78.45,Bank transfer (automatic),No
2468-SJFLM,Month-to-month,74.3,Mailed check,No
3181-VTHOE,One year,51.05,Bank transfer (automatic),No
7168-HDQHG,Month-to-month,19.2,Bank transfer (automatic),No
4567-AKPIA,One year,109.1,Bank transfer (automatic),No
7901-HXJVA,Month-to-month,76.45,Electronic check,No
5924-IFQTT,Month-to-month,72.8,Electronic check,No
7968-QUXNS,Month-to-month,18.95,Mailed check,No
8903-WMRNW,Month-to-month,101.75,Electronic check,No
2452-SNHFZ,Month-to-month,75.45,Credit card (automatic),No
3629-WEAAM,Month-to-month,64.1,Mailed check,No
6029-CSMJE,Month-to-month,25.65,Mailed check,No
7993-NQLJE,Month-to-month,75.1,Mailed check,No
9909-DFRJA,One year,95.85,Bank transfer (automatic),No
9099-FTUHS,Month-to-month,54.4,Electronic check,No
0581-BXBUB,Month-to-month,72.75,Electronic check,No
4962-CHQPW,One year,19.85,Mailed check,No
9467-ROOLM,Month-to-month,19.05,Mailed check,No
5150-ITWWB,Month-to-month,94.85,Electronic check,No
2253-KPMNB,Two year,46.25,Bank transfer (automatic),No
1345-ZUKID,One year,19.35,Mailed check,No
6429-SHBCB,Month-to-month,69.6,Mailed check,No
9281-OFDMF,Month-to-month,90.7,Electronic check,No
2603-HVKCG,Month-to-month,101.4,Electronic check,No
1834-WULEG,One year,20.25,Mailed check,No
9097-ZUBYC,Month-to-month,48.8,Bank transfer (automatic),No
5148-ORICT,Two year,74.35,Mailed check,No
4893-GYUJU,One year,19.35,Mailed check,No
4578-PHJYZ,One year,68.75,Electronic check,No
7272-QDCKA,One year,100.2,Electronic check,No
8908-SLFCJ,Two year,20.85,Credit card (automatic),No
9766-HGEDE,One year,19.35,Mailed check,No
6968-MHOMU,One year,45.0,Credit card (automatic),No
5044-XDPYX,Two year,25.5,Mailed check,No
1814-WFGVS,Two year,48.9,Mailed check,No
3721-WKIIL,Two year,19.6,Mailed check,No
6734-CKRSM,Month-to-month,20.0,Mailed check,No
1265-ZFOSD,Two year,81.3,Mailed check,No
6568-POCUI,Two year,95.2,Credit card (automatic),No
5197-LQXXH,Two year,83.3,Credit card (automatic),No
3457-PQBYH,Two year,20.3,Credit card (automatic),No
7682-AZNDK,Month-to-month,89.85,Electronic check,No
5384-ZTTWP,Month-to-month,19.8,Mailed check,No
3745-HRPHI,Two year,54.65,Bank transfer (automatic),No
7636-OWBPG,Month-to-month,29.35,Credit card (automatic),No
1231-YNDEK,Two year,19.15,Bank transfer (automatic),No
1407-DIGZV,Two year,19.1,Mailed check,No
0570-BFQHT,Month-to-month,80.55,Electronic check,No
4393-OBCRR,One year,20.25,Mailed check,No
8564-LDKFL,One year,106.0,Bank transfer (automatic),No
3696-DFHHB,Two year,25.5,Bank transfer (automatic),No
4717-GHADL,Two year,79.6,Mailed check,No
5501-TVMGM,Month-to-month,55.25,Electronic check,No
5879-HMFFH,Two year,88.05,Bank transfer (automatic),No
6772-WFQRD,One year,20.4,Bank transfer (automatic),No
3810-DVDQQ,Two year,117.6,Bank transfer (automatic),No
6972-SNKKW,Month-to-month,20.0,Mailed check,No
3694-GLTJM,Month-to-month,19.65,Credit card (automatic),No
8550-XSXUQ,One year,70.55,Credit card (automatic),No
9055-MOJJJ,One year,65.8,Mailed check,No
4359-INNWN,One year,20.05,Credit card (automatic),No
0585-EGDDA,Month-to-month,80.0,Electronic check,No
4032-RMHCI,One year,35.4,Credit card (automatic),No
0549-CYCQN,One year,79.6,Bank transfer (automatic),No
3481-JHUZH,Month-to-month,80.25,Electronic check,No
3594-IVHJZ,Month-to-month,20.45,Mailed check,No
6869-FGJJC,One year,79.6,Credit card (automatic),No
3896-ZVNET,Two year,24.7,Mailed check,No
8205-VSLRB,Two year,77.3,Credit card (automatic),No
5960-MVTUK,Month-to-month,29.75,Electronic check,No
6817-WTYHE,Month-to-month,44.9,Bank transfer (automatic),No
3082-VQXNH,Month-to-month,29.8,Credit card (automatic),No
4931-TRZWN,Month-to-month,71.95,Electronic check,No
0750-EKNGL,Month-to-month,20.75,Mailed check,No
7669-LCRSD,Month-to-month,56.3,Mailed check,No
3567-PQTSO,One year,105.25,Electronic check,No
8043-PNYSD,Two year,19.55,Mailed check,No
9938-EKRGF,Month-to-month,84.45,Mailed check,No
2703-AMTUL,One year,53.65,Mailed check,No
0928-JMXNP,Month-to-month,29.9,Electronic check,No
8173-RXAYP,Two year,19.7,Mailed check,No
4825-XJGDM,One year,43.7,Credit card (automatic),No
5402-HTOTQ,Month-to-month,55.3,Electronic check,No
6734-JDTTV,Two year,19.85,Credit card (automatic),No
7850-THJMU,Two year,19.65,Credit card (automatic),No
3890-RTCMS,Month-to-month,49.45,Mailed check,No
3717-FDJFU,Two year,20.45,Mailed check,No
3665-JATSN,Month-to-month,39.7,Electronic check,No
7966-YOTQW,Month-to-month,54.5,Credit card (automatic),No
8853-TZDGH,Two year,111.6,Bank transfer (automatic),No
4324-BZCKL,Month-to-month,55.55,Mailed check,No
6924-TDGMT,One year,20.55,Mailed check,No
1536-YHDOE,One year,62.1,Mailed check,No
8123-QBNAZ,Month-to-month,104.5,Credit card (automatic),No
3629-ZNKXA,Month-to-month,101.8,Electronic check,No
4827-LTQRJ,One year,110.6,Credit card (automatic),No
7711-YIJWC,One year,84.9,Bank transfer (automatic),No
5482-VXSXJ,Month-to-month,93.2,Mailed check,No
7365-BVCJH,Month-to-month,24.4,Electronic check,No
9620-ENEJV,Month-to-month,70.55,Credit card (automatic),No
2378-YIZKA,Two year,85.0,Credit card (automatic),No
0689-DSXGL,Month-to-month,85.8,Bank transfer (automatic),No
6818-DJXAA,Month-to-month,91.1,Electronic check,No
0464-WJTKO,Two year,20.1,Bank transfer (automatic),No
8902-ZEOVF,One year,20.05,Mailed check,No
6778-EICRF,One year,74.8,Mailed check,No
2662-NNTDK,One year,24.8,Credit card (automatic),No
4132-KALRO,Month-to-month,100.85,Mailed check,No
2874-YXVVA,Month-to-month,105.1,Electronic check,No
1245-HARPS,Two year,20.4,Mailed check,No
4323-ELYYB,One year,20.0,Mailed check,No
4293-ETKAP,Two year,79.4,Bank transfer (automatic),No
6064-PUPMC,One year,57.2,Credit card (automatic),No
6504-VBLFL,Two year,58.6,Electronic check,No
6322-PJJDJ,Two year,94.8,Electronic check,No
0330-BGYZE,One year,102.5,Bank transfer (automatic),No
1085-LDWAM,One year,20.35,Credit card (automatic),No
7586-ZATGZ,Month-to-month,84.9,Electronic check,No
7197-VOJMM,Two year,69.2,Credit card (automatic),No
1843-TLSGD,Two year,20.85,Mailed check,No
9626-VFRGG,Month-to-month,88.5,Bank transfer (automatic),No
7075-BNDVQ,Month-to-month,35.0,Mailed check,No
9143-CANJF,Month-to-month,55.15,Electronic check,No
7284-BUYEC,Month-to-month,50.95,Credit card (automatic),No
2041-JIJCI,Month-to-month,64.0,Electronic check,No
4900-MSOMT,Two year,80.2,Bank transfer (automatic),No
2229-VWQJH,Month-to-month,49.3,Credit card (automatic),No
9194-GFVOI,Two year,84.35,Credit card (automatic),No
1336-EZFZY,Month-to-month,20.05,Mailed check,No
4282-MSACW,One year,117.2,Credit card (automatic),No
1403-LKLIK,One year,20.1,Mailed check,No
0136-IFMYD,Two year,109.95,Electronic check,No
5144-TVGLP,Month-to-month,94.75,Electronic check,No
9643-AVVWI,Month-to-month,80.0,Electronic check,No
0253-ZTEOB,Two year,79.65,Electronic check,No
2706-QZIHY,Two year,25.2,Mailed check,No
6061-PQHMK,One year,19.9,Credit card (automatic),No
6137-MFAJN,Month-to-month,44.8,Electronic check,No
9122-UMROB,Month-to-month,20.3,Mailed check,No
4232-JGKIY,Month-to-month,19.2,Electronic check,No
